CustomerID,InvoiceDate,Quantity,UnitPrice,InvoiceNo,Description
CUST_0185,2025-11-06,1,19.11,1952,Red T-shirt
CUST_0198,2025-11-14,1,70.45,1953,Sunglasses
CUST_0122,2025-11-04,3,26.65,1954,Hat
CUST_0089,2025-11-27,3,27.65,1955,Red T-shirt
CUST_0098,2025-11-22,3,3.77,1956,Notebook
CUST_0352,2025-11-13,1,15.07,1957,Red T-shirt
CUST_0374,2025-11-15,2,23.53,1958,Red T-shirt
CUST_0207,2025-11-16,2,2.1,1959,Pen Set
CUST_0330,2025-11-23,5,68.08,1960,Leather Wallet
CUST_0073,2025-11-20,4,8.81,1961,Hat
CUST_0010,2025-11-04,1,152.91,1962,Sunglasses
CUST_0234,2025-11-26,1,61.8,1963,Backpack
CUST_0342,2025-11-11,3,45.09,1964,Leather Wallet
CUST_0260,2025-11-14,4,11.13,1965,Coffee Mug
CUST_0461,2025-11-16,3,63.68,1966,Leather Wallet
CUST_0495,2025-11-11,8,31.6,1967,Hat
CUST_0096,2025-11-17,10,20.0,1968,Hat
CUST_0352,2025-11-26,2,90.23,1969,Shoes
CUST_0088,2025-11-02,2,96.58,1970,Backpack
CUST_0173,2025-11-11,1,95.13,1971,Leather Wallet
CUST_0052,2025-11-12,1,180.26,1972,Sunglasses
CUST_0485,2025-11-30,1,87.66,1973,Backpack
CUST_0003,2025-11-26,1,58.54,1974,Leather Wallet
CUST_0465,2025-11-20,1,133.92,1975,Smartwatch
CUST_0230,2025-11-18,1,20.12,1976,Hat
CUST_0185,2025-11-18,1,145.98,1977,Sunglasses
CUST_0077,2025-12-01,1,285.86,1978,Smartwatch
CUST_0043,2025-11-29,2,41.14,1979,Red T-shirt
CUST_0143,2025-11-23,1,110.34,1980,Shoes
CUST_0272,2025-11-08,2,5.48,1981,Notebook
CUST_0064,2025-11-18,2,7.53,1982,Notebook
CUST_0386,2025-11-12,1,94.81,1983,Leather Wallet
CUST_0357,2025-11-13,2,57.45,1984,Backpack
CUST_0465,2025-11-08,2,169.07,1985,Sunglasses
CUST_0461,2025-11-16,2,6.58,1986,Pen Set
CUST_0167,2025-11-03,1,7.12,1987,Pen Set
CUST_0128,2025-11-15,2,16.78,1988,Notebook
CUST_0488,2025-11-26,2,123.18,1989,Shoes
CUST_0008,2025-11-04,2,80.23,1990,Sunglasses
CUST_0066,2025-11-19,3,13.56,1991,Hat
CUST_0446,2025-11-19,2,83.35,1992,Shoes
CUST_0060,2025-11-27,1,13.89,1993,Pen Set
CUST_0260,2025-11-22,2,85.35,1994,Leather Wallet
CUST_0030,2025-11-08,2,107.21,1995,Shoes
CUST_0093,2025-11-09,2,35.79,1996,Red T-shirt
CUST_0400,2025-11-21,2,16.6,1997,Notebook
CUST_0393,2025-11-28,1,16.34,1998,Red T-shirt
CUST_0216,2025-11-23,2,348.19,1999,Smartwatch
